,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
5358,41,management,single,tertiary,no,16,no,no,unknown,23,may,95,1,-1,0,unknown,no
37080,47,blue-collar,married,primary,no,4227,yes,no,cellular,13,may,659,1,-1,0,unknown,yes
40394,44,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,2,-1,0,unknown,yes
41039,35,management,single,tertiary,no,18111,no,no,cellular,14,aug,172,4,-1,0,unknown,yes
3439,41,services,married,secondary,no,714,yes,yes,unknown,15,may,504,5,-1,0,unknown,no
5138,28,services,single,secondary,no,115,yes,no,unknown,21,may,66,13,-1,0,unknown,no
25925,32,technician,single,tertiary,no,550,no,no,cellular,19,nov,337,1,-1,0,unknown,yes
19060,58,management,divorced,tertiary,no,1257,no,no,cellular,5,aug,1536,1,-1,0,unknown,yes
43697,40,admin.,married,secondary,no,260,yes,no,cellular,13,may,306,1,181,5,success,yes
44092,48,management,single,tertiary,no,159,no,no,telephone,7,jul,229,1,251,6,success,yes
5197,37,management,married,tertiary,no,412,yes,no,unknown,21,may,110,4,-1,0,unknown,no
1046,23,management,single,tertiary,no,2605,yes,no,unknown,7,may,278,6,-1,0,unknown,no
5011,28,unemployed,married,secondary,no,858,yes,no,unknown,21,may,371,1,-1,0,unknown,no
43568,69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,126,2,other,yes
31849,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown,yes
4421,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
3095,44,unemployed,married,secondary,no,728,yes,no,unknown,14,may,21,11,-1,0,unknown,no
1820,47,blue-collar,married,primary,no,94,yes,no,unknown,9,may,209,3,-1,0,unknown,no
42064,47,management,married,tertiary,no,3663,no,no,cellular,29,oct,424,2,213,3,success,yes
1907,26,technician,married,secondary,no,47,yes,no,unknown,9,may,282,2,-1,0,unknown,no
44821,67,retired,married,secondary,no,2048,no,no,cellular,16,sep,452,5,195,4,other,yes
1742,39,blue-collar,single,secondary,no,217,yes,no,unknown,9,may,107,1,-1,0,unknown,no
10614,51,management,single,secondary,no,1610,yes,no,unknown,16,jun,1248,3,-1,0,unknown,yes
3180,32,management,single,tertiary,no,0,yes,no,unknown,15,may,86,4,-1,0,unknown,no
1055,46,blue-collar,married,primary,no,323,yes,no,unknown,7,may,108,6,-1,0,unknown,no
1037,60,blue-collar,divorced,secondary,no,1310,no,no,unknown,7,may,152,2,-1,0,unknown,no
42006,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
4512,30,self-employed,single,secondary,no,4011,yes,no,unknown,20,may,62,1,-1,0,unknown,no
3043,58,blue-collar,married,primary,no,1406,yes,no,unknown,14,may,252,3,-1,0,unknown,no
41596,38,technician,married,secondary,no,4539,no,no,cellular,16,sep,387,1,-1,0,unknown,yes
43203,63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,2,-1,0,unknown,yes
39961,55,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,437,1,-1,0,unknown,yes
3103,29,blue-collar,married,secondary,no,424,yes,yes,unknown,14,may,241,2,-1,0,unknown,no
797,39,management,married,tertiary,no,305,yes,no,unknown,7,may,275,6,-1,0,unknown,no
4037,27,services,single,secondary,no,-20,no,no,unknown,16,may,757,6,-1,0,unknown,no
4845,48,self-employed,married,secondary,no,4746,yes,no,unknown,21,may,32,11,-1,0,unknown,no
42657,62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,1,90,4,other,yes
1069,39,management,single,unknown,no,2887,yes,no,unknown,7,may,42,2,-1,0,unknown,no
42393,60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,1,190,5,failure,yes
3796,32,blue-collar,single,secondary,no,8,yes,no,unknown,16,may,265,1,-1,0,unknown,no
3614,41,technician,married,secondary,no,768,yes,no,unknown,15,may,214,4,-1,0,unknown,no
29501,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,-1,0,unknown,yes
2049,56,blue-collar,married,secondary,no,172,yes,no,unknown,12,may,289,5,-1,0,unknown,no
44160,40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
42270,39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226,1,94,4,success,yes
3045,30,management,married,tertiary,no,-328,yes,no,unknown,14,may,242,5,-1,0,unknown,no
2354,48,entrepreneur,married,secondary,no,86,yes,no,unknown,13,may,98,1,-1,0,unknown,no
3121,54,blue-collar,married,secondary,no,219,yes,no,unknown,14,may,341,5,-1,0,unknown,no
2402,23,admin.,single,secondary,no,281,yes,no,unknown,13,may,124,1,-1,0,unknown,no
43227,54,housemaid,married,tertiary,no,2473,no,no,cellular,5,mar,607,2,-1,0,unknown,yes
2298,44,management,single,tertiary,no,295,yes,no,unknown,12,may,103,8,-1,0,unknown,no
2398,33,blue-collar,married,primary,no,1309,yes,no,unknown,13,may,262,1,-1,0,unknown,no
964,46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown,no
1530,31,services,married,primary,no,-732,yes,no,unknown,8,may,6,2,-1,0,unknown,no
44419,32,management,married,tertiary,no,1812,no,no,cellular,4,aug,296,1,182,4,other,yes
5167,37,management,married,tertiary,no,0,yes,yes,unknown,21,may,72,5,-1,0,unknown,no
44733,24,student,single,secondary,no,689,no,no,cellular,8,sep,630,1,-1,0,unknown,yes
894,29,entrepreneur,married,primary,no,56,yes,yes,unknown,7,may,336,1,-1,0,unknown,no
1697,36,management,divorced,tertiary,no,133,yes,no,unknown,9,may,117,1,-1,0,unknown,no
760,33,blue-collar,divorced,secondary,no,60,no,no,unknown,6,may,190,3,-1,0,unknown,no
2787,50,admin.,married,secondary,no,736,yes,no,unknown,14,may,74,1,-1,0,unknown,no
24059,30,blue-collar,married,secondary,no,1664,yes,no,telephone,20,oct,2016,1,-1,0,unknown,yes
43752,58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
30091,28,services,single,primary,no,198,no,no,cellular,4,feb,976,2,-1,0,unknown,yes
21548,49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,-1,0,unknown,yes
3717,25,admin.,married,secondary,no,16,yes,no,unknown,16,may,129,1,-1,0,unknown,no
11590,52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,2,-1,0,unknown,yes
33017,74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
31394,46,management,married,tertiary,no,11385,no,no,cellular,24,mar,269,3,-1,0,unknown,yes
3897,47,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no
43111,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
3165,43,technician,divorced,tertiary,no,123,no,no,unknown,14,may,279,2,-1,0,unknown,no
43178,27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,yes
41863,40,technician,married,secondary,no,2338,no,no,cellular,16,oct,717,2,-1,0,unknown,yes
44441,45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,374,2,472,1,success,yes
43515,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
41484,70,retired,divorced,secondary,no,0,no,no,cellular,8,sep,206,1,-1,0,unknown,yes
31032,69,retired,married,primary,no,2346,no,no,cellular,11,feb,354,2,-1,0,unknown,yes
42043,51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707,2,-1,0,unknown,yes
2091,36,services,married,tertiary,no,2167,yes,yes,unknown,12,may,120,2,-1,0,unknown,no
3668,40,blue-collar,single,secondary,no,1101,yes,no,unknown,16,may,214,1,-1,0,unknown,no
42782,33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83,3,success,yes
34107,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
33912,25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,1,-1,0,unknown,yes
178,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown,no
2140,46,services,married,secondary,no,997,yes,no,unknown,12,may,398,1,-1,0,unknown,no
39766,38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,-1,0,unknown,yes
3874,54,entrepreneur,married,primary,no,3343,yes,yes,unknown,16,may,216,1,-1,0,unknown,no
44497,53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,yes
33946,26,self-employed,single,tertiary,no,168,no,no,cellular,30,apr,394,1,-1,0,unknown,yes
3654,43,management,single,secondary,no,-228,yes,yes,unknown,16,may,122,2,-1,0,unknown,no
1434,34,blue-collar,married,secondary,no,199,yes,no,unknown,8,may,627,3,-1,0,unknown,no
1549,50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,unknown,no
2542,35,services,married,secondary,no,-371,yes,no,unknown,13,may,358,2,-1,0,unknown,no
40873,20,student,single,primary,no,6991,no,no,cellular,12,aug,178,2,-1,0,unknown,yes
32471,40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes
1010,35,blue-collar,married,primary,no,624,yes,no,unknown,7,may,163,1,-1,0,unknown,no
31325,44,management,married,tertiary,no,423,no,no,cellular,12,mar,2330,5,-1,0,unknown,yes
41231,43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,1,88,4,success,yes
20483,32,management,single,tertiary,no,2667,yes,no,cellular,12,aug,971,2,-1,0,unknown,yes
29515,41,blue-collar,married,primary,no,201,yes,no,cellular,3,feb,157,1,-1,0,unknown,yes
14744,35,blue-collar,single,secondary,no,885,yes,no,cellular,15,jul,632,6,-1,0,unknown,yes
826,37,services,single,secondary,no,259,yes,no,unknown,7,may,130,1,-1,0,unknown,no
691,36,blue-collar,married,primary,no,23,yes,no,unknown,6,may,400,2,-1,0,unknown,no
3758,57,retired,divorced,secondary,no,70,yes,no,unknown,16,may,122,1,-1,0,unknown,no
4838,30,technician,single,secondary,no,908,yes,no,unknown,21,may,27,1,-1,0,unknown,no
3332,42,blue-collar,married,secondary,no,597,yes,no,unknown,15,may,124,1,-1,0,unknown,no
43146,56,management,married,unknown,no,4623,no,no,cellular,25,feb,305,1,192,1,success,yes
34029,35,technician,married,secondary,no,518,yes,no,cellular,30,apr,616,1,-1,0,unknown,yes
1673,32,blue-collar,married,primary,no,274,yes,no,unknown,9,may,21,3,-1,0,unknown,no
32567,35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other,yes
2149,36,blue-collar,married,primary,no,199,yes,no,unknown,12,may,165,4,-1,0,unknown,no
4605,33,blue-collar,married,primary,no,3512,yes,no,unknown,20,may,697,2,-1,0,unknown,no
4576,32,management,single,tertiary,no,1271,yes,no,unknown,20,may,51,1,-1,0,unknown,no
44327,64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes
35533,42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
3726,31,services,married,secondary,no,5,yes,no,unknown,16,may,216,1,-1,0,unknown,no
39988,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,yes
43322,22,self-employed,single,tertiary,no,780,no,no,cellular,17,mar,272,3,-1,0,unknown,yes
1222,49,admin.,single,primary,no,181,yes,no,unknown,8,may,161,3,-1,0,unknown,no
5111,38,blue-collar,married,secondary,no,924,yes,no,unknown,21,may,108,2,-1,0,unknown,no
42877,35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,6,97,12,other,yes
20627,31,technician,single,tertiary,no,208,no,no,cellular,12,aug,1344,7,-1,0,unknown,yes
5264,35,blue-collar,single,primary,no,90,yes,no,unknown,23,may,203,1,-1,0,unknown,no
3403,42,management,single,tertiary,no,1146,yes,no,unknown,15,may,98,2,-1,0,unknown,no
40103,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,yes
42339,42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,yes
3067,45,services,divorced,secondary,no,864,yes,no,unknown,14,may,183,2,-1,0,unknown,no
42843,64,housemaid,married,unknown,no,2645,no,no,telephone,3,feb,219,2,-1,0,unknown,yes
646,37,technician,married,secondary,no,123,yes,yes,unknown,6,may,530,2,-1,0,unknown,no
44935,39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure,yes
32065,24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,-1,0,unknown,yes
41848,50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
44153,27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,1,-1,0,unknown,yes
31077,71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes
44824,28,admin.,single,secondary,no,127,no,no,cellular,16,sep,1334,2,-1,0,unknown,yes
24109,43,retired,married,secondary,no,860,no,no,telephone,30,oct,132,1,-1,0,unknown,yes
1087,30,blue-collar,married,secondary,no,309,yes,no,unknown,7,may,1574,2,-1,0,unknown,yes
43569,76,self-employed,married,unknown,no,4984,no,no,telephone,28,apr,403,1,182,1,success,yes
4776,38,blue-collar,married,secondary,no,1663,yes,no,unknown,21,may,93,1,-1,0,unknown,no
3463,34,management,married,unknown,yes,-353,yes,no,unknown,15,may,328,1,-1,0,unknown,no
2675,33,management,married,secondary,no,-15,yes,no,unknown,13,may,247,3,-1,0,unknown,no
40964,31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,2,105,1,success,yes
43488,36,management,married,tertiary,no,-115,yes,no,cellular,16,apr,297,4,182,2,other,yes
42547,30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,1,203,1,success,yes
3929,21,admin.,single,secondary,no,325,yes,no,unknown,16,may,467,1,-1,0,unknown,no
33794,66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,unknown,yes
4786,32,blue-collar,married,primary,no,-457,yes,yes,unknown,21,may,288,1,-1,0,unknown,no
27763,55,technician,divorced,secondary,yes,4,no,no,cellular,28,jan,1048,1,-1,0,unknown,yes
17897,44,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,684,2,-1,0,unknown,yes
2362,30,technician,single,tertiary,no,-522,yes,no,unknown,13,may,375,1,-1,0,unknown,no
925,30,management,single,tertiary,no,112,yes,no,unknown,7,may,245,1,-1,0,unknown,no
731,47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
373,25,admin.,single,secondary,no,122,yes,no,unknown,6,may,286,1,-1,0,unknown,no
2527,28,blue-collar,single,secondary,no,416,yes,no,unknown,13,may,452,2,-1,0,unknown,no
2386,45,blue-collar,married,secondary,no,66,yes,no,unknown,13,may,3366,3,-1,0,unknown,no
4401,57,management,married,tertiary,no,0,yes,yes,unknown,20,may,107,2,-1,0,unknown,no
43338,35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,unknown,yes
20968,57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,-1,0,unknown,yes
44215,48,unemployed,married,secondary,no,817,no,no,cellular,16,jul,806,3,183,5,success,yes
4057,44,blue-collar,married,secondary,no,294,yes,no,unknown,19,may,66,2,-1,0,unknown,no
3573,36,blue-collar,married,secondary,no,412,yes,no,unknown,15,may,244,2,-1,0,unknown,no
24130,37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,-1,0,unknown,yes
31183,73,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,49,2,-1,0,unknown,yes
3537,54,blue-collar,married,primary,no,-219,yes,no,unknown,15,may,276,4,-1,0,unknown,no
21858,40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,467,2,-1,0,unknown,yes
1488,50,blue-collar,married,primary,no,1164,yes,no,unknown,8,may,166,2,-1,0,unknown,no
590,36,technician,single,secondary,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,no
1972,35,blue-collar,married,secondary,no,73,no,no,unknown,9,may,134,3,-1,0,unknown,no
22679,43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes
43975,37,self-employed,single,tertiary,no,1188,no,no,cellular,24,jun,310,1,-1,0,unknown,yes
2929,60,retired,married,primary,no,1542,yes,no,unknown,14,may,930,1,-1,0,unknown,yes
31270,28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,-1,0,unknown,yes
31134,51,technician,married,secondary,no,117,no,no,cellular,18,feb,442,2,-1,0,unknown,yes
42977,61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes
921,41,technician,married,secondary,no,169,yes,no,unknown,7,may,296,2,-1,0,unknown,no
40386,54,management,married,tertiary,no,1464,no,no,cellular,30,jun,157,1,-1,0,unknown,yes
31396,40,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,2,-1,0,unknown,yes
3191,50,blue-collar,married,primary,no,5131,yes,no,unknown,15,may,114,2,-1,0,unknown,no
42304,63,management,married,tertiary,no,3115,no,no,cellular,16,nov,432,5,-1,0,unknown,yes
42042,26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,unknown,yes
1822,34,blue-collar,married,secondary,yes,-331,yes,yes,unknown,9,may,342,1,-1,0,unknown,no
1597,39,blue-collar,married,secondary,no,507,yes,no,unknown,8,may,136,2,-1,0,unknown,no
554,33,blue-collar,married,secondary,no,-10,yes,no,unknown,6,may,123,1,-1,0,unknown,no
324,31,admin.,single,secondary,no,98,yes,no,unknown,5,may,196,2,-1,0,unknown,no
4913,37,services,married,secondary,yes,-954,yes,no,unknown,21,may,111,3,-1,0,unknown,no
102,52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,no
44903,38,services,married,secondary,no,2678,no,no,cellular,28,sep,282,2,187,1,success,yes
5008,27,blue-collar,single,secondary,no,1279,yes,yes,unknown,21,may,450,1,-1,0,unknown,no
3927,40,services,single,secondary,no,-61,yes,yes,unknown,16,may,698,9,-1,0,unknown,no
39779,46,technician,single,secondary,no,5862,no,no,cellular,1,jun,84,1,-1,0,unknown,yes
5024,27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,-1,0,unknown,yes
4361,47,blue-collar,married,unknown,no,-345,yes,no,unknown,19,may,18,14,-1,0,unknown,no
4982,33,self-employed,divorced,secondary,no,892,yes,no,unknown,21,may,316,1,-1,0,unknown,no
44779,67,retired,married,unknown,no,2540,no,no,telephone,14,sep,279,3,92,9,success,yes
5187,27,blue-collar,single,primary,no,1518,yes,no,unknown,21,may,700,3,-1,0,unknown,no
18848,38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,-1,0,unknown,yes
44081,24,admin.,single,tertiary,no,674,yes,no,cellular,6,jul,267,1,-1,0,unknown,yes
4999,32,technician,single,unknown,no,317,yes,no,unknown,21,may,394,2,-1,0,unknown,no
40874,36,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,1,-1,0,unknown,yes
3610,42,blue-collar,married,primary,no,2519,yes,no,unknown,15,may,262,4,-1,0,unknown,no
10664,51,blue-collar,married,secondary,no,33,no,yes,unknown,16,jun,721,3,-1,0,unknown,yes
33152,46,management,married,primary,no,3229,yes,no,cellular,20,apr,1550,1,-1,0,unknown,yes
21415,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
563,47,technician,married,secondary,no,83,yes,no,unknown,6,may,179,2,-1,0,unknown,no
41844,31,management,married,tertiary,no,6138,no,no,cellular,16,oct,154,2,119,5,failure,yes
44213,31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,241,1,-1,0,unknown,yes
682,29,admin.,married,secondary,no,182,yes,yes,unknown,6,may,477,1,-1,0,unknown,no
4719,35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,843,2,-1,0,unknown,yes
31232,30,admin.,single,secondary,no,523,no,yes,cellular,3,mar,83,1,-1,0,unknown,yes
5102,36,blue-collar,single,primary,no,20,yes,no,unknown,21,may,87,14,-1,0,unknown,no
26018,43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468,3,-1,0,unknown,yes
31418,32,self-employed,single,tertiary,no,658,yes,no,cellular,27,mar,283,1,-1,0,unknown,yes
42386,22,student,single,tertiary,no,691,no,no,cellular,30,nov,260,5,103,1,success,yes
3646,58,management,divorced,tertiary,no,1533,no,no,unknown,15,may,137,2,-1,0,unknown,no
4671,36,technician,single,secondary,no,5436,yes,no,unknown,20,may,443,1,-1,0,unknown,no
4511,35,technician,divorced,secondary,yes,-52,yes,no,unknown,20,may,265,1,-1,0,unknown,no
3488,48,blue-collar,married,primary,no,680,yes,no,unknown,15,may,387,4,-1,0,unknown,no
2635,27,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531,2,-1,0,unknown,no
1242,42,blue-collar,single,primary,no,134,yes,yes,unknown,8,may,82,1,-1,0,unknown,no
2010,33,blue-collar,single,primary,no,447,yes,no,unknown,9,may,180,2,-1,0,unknown,no
2695,38,blue-collar,married,primary,no,0,no,no,unknown,13,may,209,2,-1,0,unknown,no
45205,25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes
